molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,125.0
CHEMBL4097275,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,active,87.0
CHEMBL4097275,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,intermediate,4000.0
CHEMBL4076711,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(OC(F)F)cc1,intermediate,2600.0
CHEMBL4104981,COc1ccc(NC(=O)Nc2cc(-c3cccc(C(=O)O)c3)ccc2Oc2ccccc2C(C)(C)C)cc1,intermediate,1800.0
CHEMBL4080752,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(Cl)cc1,intermediate,1800.0
CHEMBL4067377,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(Br)cc1,intermediate,2900.0
CHEMBL4088631,Cc1ccc(NC(=O)Nc2cc(-c3cccc(C(=O)O)c3)ccc2Oc2ccccc2C(C)(C)C)cc1,active,790.0
CHEMBL4078292,Cc1cccc(NC(=O)Nc2cc(-c3cccc(C(=O)O)c3)ccc2Oc2ccccc2C(C)(C)C)c1,active,570.0
CHEMBL4096342,Cc1ccccc1NC(=O)Nc1cc(-c2cccc(C(=O)O)c2)ccc1Oc1ccccc1C(C)(C)C,active,1000.0
CHEMBL4069587,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccccc1,intermediate,1500.0
CHEMBL4096079,Cc1ccc(NC(=O)Nc2cc(-c3cccc(C(=O)O)c3F)ccc2Oc2ccccc2C(C)(C)C)cc1,intermediate,4500.0
CHEMBL4069208,Cc1ccc(NC(=O)Nc2cc(-c3ccc(Cl)c(C(=O)O)c3)ccc2Oc2ccccc2C(C)(C)C)cc1,intermediate,2400.0
CHEMBL4096450,Cc1ccc(NC(=O)Nc2cc(-c3cc(Cl)cc(C(=O)O)c3)ccc2Oc2ccccc2C(C)(C)C)cc1,active,250.0
CHEMBL4079943,COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,350.0
CHEMBL4104184,CCOc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,120.0
CHEMBL4087821,COc1ccc(-c2ccc(Oc3ccccc3C(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,340.0
CHEMBL4066497,CCCc1ccccc1Oc1ccc(-c2ccc(OC)c(C(=O)O)c2)cc1NC(=O)Nc1ccc(C)cc1,active,330.0
CHEMBL4095530,CCc1ccccc1Oc1ccc(-c2ccc(OC)c(C(=O)O)c2)cc1NC(=O)Nc1ccc(C)cc1,active,540.0
CHEMBL4075095,COc1ccc(-c2ccc(Oc3ccccc3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,840.0
CHEMBL4083377,COc1ccc(-c2ccc(Oc3ccccc3Cl)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,830.0
CHEMBL4061547,COc1ccccc1Oc1ccc(-c2ccc(OC)c(C(=O)O)c2)cc1NC(=O)Nc1ccc(C)cc1,intermediate,2100.0
CHEMBL4073099,COc1ccc(-c2ccc(Oc3ccccc3C#N)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,intermediate,6000.0
CHEMBL4093798,COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)CO)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,intermediate,2400.0
CHEMBL4064513,COc1ccc(-c2ccc(Oc3cccc(C(C)(C)C)c3)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,690.0
CHEMBL4086041,COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,160.0
CHEMBL4102416,COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,280.0
CHEMBL4078152,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,active,100.0
CHEMBL4094668,C#CCOc1cccc(Oc2ccc(-c3ccc(OC)c(C(=O)O)c3)cc2NC(=O)Nc2ccc(C)cc2)c1C,active,50.0
CHEMBL4067223,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3)c2)cc1C(=O)O,active,62.0
CHEMBL4060679,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3cccc(C)c3)c2)cc1C(=O)O,active,100.0
CHEMBL4082553,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,active,49.0
CHEMBL4081989,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,active,50.0
CHEMBL4060089,COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,active,22.0
CHEMBL1346056,Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,26000.0
CHEMBL1600105,Clc1ccc(SCNc2ccccc2Cl)cc1,intermediate,4500.0
CHEMBL1346056,Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,intermediate,3300.0
CHEMBL1702248,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,12000.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,intermediate,7500.0
CHEMBL577939,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,intermediate,4100.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,38000.0
CHEMBL4081136,O=[N+]([O-])c1ccccc1NCSc1ccc(Cl)cc1,inactive,63000.0
CHEMBL4105391,O=[N+]([O-])c1ccc(NCSc2ccc(Cl)cc2)cc1,active,800.0
CHEMBL4082082,O=C(Nc1ccc(Cl)cc1)Sc1ccccc1Cl,inactive,10000.0
CHEMBL332901,Sc1ccc(Cl)cc1,intermediate,7900.0
CHEMBL15888,Nc1ccc(Cl)cc1,inactive,1319000.0
CHEMBL4104438,Oc1cccc(-c2nc3c4ccccc4c4ccccc4c3[nH]2)c1,inactive,112000.0
CHEMBL4086539,Oc1ccc(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,inactive,522000.0
CHEMBL4067434,Fc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,231000.0
CHEMBL4103779,Cc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,512000.0
CHEMBL383084,O=[N+]([O-])c1cccc2nsnc12,inactive,320000.0
CHEMBL2409283,Cc1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,25000.0
CHEMBL2430539,O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)c2nonc12,intermediate,8800.0
CHEMBL3416323,O=[N+]([O-])c1ccc(Sc2cccc(Cl)c2)c2nonc12,inactive,12000.0
CHEMBL4077025,O=[N+]([O-])c1ccc(Sc2ccc(Cl)cc2Cl)c2nonc12,inactive,24000.0
CHEMBL505670,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,inactive,24000.0
CHEMBL1371773,O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12,inactive,76000.0
CHEMBL4074379,O=[N+]([O-])c1ccc(Nc2ccc(Br)cc2)c2nonc12,inactive,68000.0
CHEMBL4096003,COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,96000.0
CHEMBL2312748,Cc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,97000.0
CHEMBL4072724,O=C(O)c1cc(F)c2nonc2c1Nc1ccc(I)cc1F,inactive,43000.0
CHEMBL4067169,Cc1cc(I)ccc1Nc1cc2no[n+]([O-])c2cc1C(=O)O,inactive,23000.0
CHEMBL4086910,Cc1cc(I)ccc1Nc1cc2nonc2cc1C(=O)O,inactive,41000.0
CHEMBL4104789,CC1CC(SCc2ccc(Cl)cc2Cl)=NC(=O)N1,inactive,172000.0
CHEMBL567967,O=C1C(c2ccccc2)=[N+]([O-])c2ccccc21,active,870.0
CHEMBL1976581,Cc1ccccc1C1=[N+]([O-])c2ccccc2C1=O,active,460.0
CHEMBL581422,COc1ccc(C2=[N+]([O-])c3ccccc3C2=O)cc1,intermediate,1600.0
CHEMBL4103505,N=C1C(c2ccccc2)=Nc2ccccc21,inactive,24000.0
CHEMBL4065708,O/N=C1\c2ccccc2NC1c1ccccc1,inactive,510000.0
CHEMBL457063,Oc1ccccc1-c1c[nH]cn1,intermediate,1200.0
CHEMBL3629569,OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,active,60.0
CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,active,51.0
CHEMBL55934,O=C1C=CC(=O)c2ccccc21,active,460.0
CHEMBL1407756,COc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,25500.0
CHEMBL1983333,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,inactive,15700.0
CHEMBL1718737,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,inactive,42500.0
CHEMBL4099845,CC1=CC(C)(C)NC(=S)N1c1cccc2cc(S(N)(=O)=O)ccc12,inactive,27600.0
CHEMBL1597646,COc1cccc(NC(S)=Nc2ccc(O)cc2)c1,inactive,11700.0
CHEMBL1367036,CC(=O)OCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,inactive,31300.0
CHEMBL1404630,COc1c(NC(C)=O)c2ccccc2c2ccccc12,inactive,35600.0
CHEMBL1489368,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,35600.0
CHEMBL1330951,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,inactive,35600.0
CHEMBL1894257,CCn1c2ccccc2nc2cc3c(cc21)c(Cl)c(=O)c1ccccc13,inactive,42500.0
CHEMBL1558216,Cc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,46700.0
CHEMBL4091147,CC[C@@H](CNc1cc(OC)cc2cccnc12)NC1CCCCC1,inactive,54100.0
CHEMBL66953,O=c1c(O)cccc2cc(O)c(O)c(O)c12,inactive,60000.0
CHEMBL1988874,O=C(O)Cc1ccc(/N=N/c2c(O)c(C(=O)O)cc3ccccc23)cc1,inactive,32600.0
CHEMBL4072918,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc([C@@H]3O[C@H](C)[C@H](O)[C@@](C)(O)[C@H]3O)c21,inactive,22600.0
CHEMBL1445913,NNC(=O)CNc1cccc(Br)c1,inactive,1000000.0
CHEMBL1377301,c1ccc(NCCSc2nc3ccccc3s2)cc1,inactive,115400.0
CHEMBL1429182,c1ccc2c(c1)Nc1ccncc1S2,inactive,421600.0
CHEMBL4085741,CC(=O)OC1=C(c2ccccc2)C(=O)c2ccccc21,inactive,266000.0
CHEMBL1600105,Clc1ccc(SCNc2ccccc2Cl)cc1,active,870.0
CHEMBL1702248,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,active,660.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,inactive,20000.0
CHEMBL577939,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,inactive,206000.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,57000.0
CHEMBL4105391,O=[N+]([O-])c1ccc(NCSc2ccc(Cl)cc2)cc1,active,100.0
CHEMBL4082082,O=C(Nc1ccc(Cl)cc1)Sc1ccccc1Cl,intermediate,3100.0
CHEMBL332901,Sc1ccc(Cl)cc1,intermediate,3500.0
CHEMBL15888,Nc1ccc(Cl)cc1,inactive,1787000.0
CHEMBL4104438,Oc1cccc(-c2nc3c4ccccc4c4ccccc4c3[nH]2)c1,inactive,173000.0
CHEMBL4067434,Fc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,108000.0
CHEMBL4103779,Cc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,464000.0
CHEMBL383084,O=[N+]([O-])c1cccc2nsnc12,inactive,614000.0
CHEMBL2409283,Cc1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,intermediate,3300.0
CHEMBL2430539,O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)c2nonc12,inactive,17000.0
CHEMBL3416323,O=[N+]([O-])c1ccc(Sc2cccc(Cl)c2)c2nonc12,inactive,18000.0
CHEMBL4077025,O=[N+]([O-])c1ccc(Sc2ccc(Cl)cc2Cl)c2nonc12,inactive,15000.0
CHEMBL505670,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,inactive,108000.0
CHEMBL4072724,O=C(O)c1cc(F)c2nonc2c1Nc1ccc(I)cc1F,inactive,47000.0
CHEMBL4086910,Cc1cc(I)ccc1Nc1cc2nonc2cc1C(=O)O,inactive,42000.0
CHEMBL4104789,CC1CC(SCc2ccc(Cl)cc2Cl)=NC(=O)N1,inactive,64000.0
CHEMBL567967,O=C1C(c2ccccc2)=[N+]([O-])c2ccccc21,intermediate,3000.0
CHEMBL1976581,Cc1ccccc1C1=[N+]([O-])c2ccccc2C1=O,intermediate,2200.0
CHEMBL581422,COc1ccc(C2=[N+]([O-])c3ccccc3C2=O)cc1,inactive,63000.0
CHEMBL4103505,N=C1C(c2ccccc2)=Nc2ccccc21,inactive,21000.0
CHEMBL4065708,O/N=C1\c2ccccc2NC1c1ccccc1,inactive,366000.0
CHEMBL457063,Oc1ccccc1-c1c[nH]cn1,inactive,41000.0
CHEMBL3629569,OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,active,130.0
CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,active,13.0
CHEMBL1407756,COc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,1000000.0
CHEMBL1983333,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,inactive,1000000.0
CHEMBL1718737,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,inactive,1000000.0
CHEMBL4099845,CC1=CC(C)(C)NC(=S)N1c1cccc2cc(S(N)(=O)=O)ccc12,inactive,1000000.0
CHEMBL1597646,COc1cccc(NC(S)=Nc2ccc(O)cc2)c1,inactive,380000.0
CHEMBL1367036,CC(=O)OCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,inactive,1000000.0
CHEMBL1404630,COc1c(NC(C)=O)c2ccccc2c2ccccc12,inactive,1000000.0
CHEMBL1489368,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,1000000.0
CHEMBL1330951,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,inactive,1000000.0
CHEMBL1894257,CCn1c2ccccc2nc2cc3c(cc21)c(Cl)c(=O)c1ccccc13,inactive,980000.0
CHEMBL1558216,Cc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,inactive,1000000.0
CHEMBL4091147,CC[C@@H](CNc1cc(OC)cc2cccnc12)NC1CCCCC1,inactive,1000000.0
CHEMBL66953,O=c1c(O)cccc2cc(O)c(O)c(O)c12,inactive,1000000.0
CHEMBL1988874,O=C(O)Cc1ccc(/N=N/c2c(O)c(C(=O)O)cc3ccccc23)cc1,inactive,480000.0
CHEMBL4072918,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc([C@@H]3O[C@H](C)[C@H](O)[C@@](C)(O)[C@H]3O)c21,inactive,230000.0
CHEMBL1445913,NNC(=O)CNc1cccc(Br)c1,inactive,44900.0
CHEMBL1377301,c1ccc(NCCSc2nc3ccccc3s2)cc1,intermediate,8200.0
CHEMBL1429182,c1ccc2c(c1)Nc1ccncc1S2,inactive,31600.0
CHEMBL1600105,Clc1ccc(SCNc2ccccc2Cl)cc1,intermediate,5500.0
CHEMBL1346056,Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,intermediate,7800.0
CHEMBL1702248,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,14000.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,intermediate,4300.0
CHEMBL577939,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,intermediate,9300.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,31000.0
CHEMBL1600105,Clc1ccc(SCNc2ccccc2Cl)cc1,intermediate,1500.0
CHEMBL1346056,Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,intermediate,4900.0
CHEMBL1702248,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,intermediate,2100.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,active,750.0
CHEMBL577939,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,intermediate,1500.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,42000.0
CHEMBL1600105,Clc1ccc(SCNc2ccccc2Cl)cc1,intermediate,6300.0
CHEMBL1346056,Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,inactive,52000.0
CHEMBL1702248,Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,inactive,15000.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,intermediate,4400.0
CHEMBL577939,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,intermediate,4300.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,428000.0
CHEMBL4081136,O=[N+]([O-])c1ccccc1NCSc1ccc(Cl)cc1,intermediate,6300.0
CHEMBL4082082,O=C(Nc1ccc(Cl)cc1)Sc1ccccc1Cl,intermediate,8000.0
CHEMBL332901,Sc1ccc(Cl)cc1,intermediate,9200.0
CHEMBL2409283,Cc1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,intermediate,4400.0
CHEMBL2430539,O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)c2nonc12,intermediate,4600.0
CHEMBL4072724,O=C(O)c1cc(F)c2nonc2c1Nc1ccc(I)cc1F,inactive,168000.0
CHEMBL4104789,CC1CC(SCc2ccc(Cl)cc2Cl)=NC(=O)N1,inactive,44000.0
CHEMBL4079055,CC1=NC(SCc2ccc(Cl)cc2Cl)=NC(=O)C1,inactive,217000.0
CHEMBL4068183,Clc1ccc(CSc2ncn[nH]2)c(Cl)c1,inactive,195000.0
CHEMBL567967,O=C1C(c2ccccc2)=[N+]([O-])c2ccccc21,intermediate,2300.0
CHEMBL1976581,Cc1ccccc1C1=[N+]([O-])c2ccccc2C1=O,intermediate,3900.0
CHEMBL581422,COc1ccc(C2=[N+]([O-])c3ccccc3C2=O)cc1,intermediate,2300.0
CHEMBL3238535,O=C1C(c2ccccc2)=Nc2ccccc21,inactive,114000.0
CHEMBL3629569,OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,active,590.0
CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,active,20.0
CHEMBL1351007,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,active,200.0
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,inactive,48000.0
CHEMBL571209,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,inactive,95600.0
CHEMBL4079351,O=C1C/C(=N\Nc2nc(-c3cccc(O)c3)cs2)c2ccccc21,intermediate,2780.0
CHEMBL4062551,COc1ccc(-c2csc(N/N=C3\CC(=O)c4ccccc43)n2)cc1OC,intermediate,5255.0
CHEMBL4063611,O=C1C/C(=N\Nc2nc(C3CCCCC3)cs2)c2ccccc21,inactive,10700.0
CHEMBL4072215,N#Cc1cccc(-c2csc(N/N=C3\CC(=O)c4ccccc43)n2)c1,intermediate,9784.0
CHEMBL4074982,COc1cccc(-c2csc(N/N=C3\CC(=O)c4ccccc43)n2)c1,inactive,14970.0
CHEMBL4101667,O=C1C/C(=N\Nc2nc(-c3ccccc3)cs2)c2ccccc21,inactive,10390.0
CHEMBL193664,c1ccc(-c2cnn[nH]2)cc1,inactive,143000.0
CHEMBL54976,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,inactive,498700.0
CHEMBL306946,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,inactive,498700.0
CHEMBL571436,Sc1nc(-c2ccccc2)cs1,inactive,24000.0
CHEMBL1558960,Cc1ccc(-c2csc(S)n2)cc1,intermediate,5900.0
CHEMBL1501761,Sc1nc(-c2ccc(Cl)cc2)cs1,intermediate,2600.0
CHEMBL4070094,S=c1[nH]c(-c2ccc(Br)cc2)cs1,intermediate,3400.0
CHEMBL571436,Sc1nc(-c2ccccc2)cs1,inactive,24434.31
CHEMBL1558960,Cc1ccc(-c2csc(S)n2)cc1,intermediate,5888.44
CHEMBL1501761,Sc1nc(-c2ccc(Cl)cc2)cs1,intermediate,2857.59
CHEMBL4070094,S=c1[nH]c(-c2ccc(Br)cc2)cs1,intermediate,3451.44
CHEMBL4061767,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,2500.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,4700.0
CHEMBL4061767,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,1100.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,1700.0
CHEMBL4090501,O=C1C[C@@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,inactive,13000.0
CHEMBL4061767,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,active,1000.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,1800.0
CHEMBL4090501,O=C1C[C@@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,inactive,38000.0
CHEMBL4061767,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,active,200.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,active,410.0
CHEMBL4080434,O=C1CC(c2cccc3cc(Cl)ccc23)C(=O)N1,inactive,50000.0
CHEMBL4098167,O=C1CC(c2cccc3ccc(Cl)cc23)C(=O)N1,inactive,50000.0
CHEMBL4071112,O=C1CC(c2cccc3cc(F)ccc23)C(=O)N1,intermediate,1700.0
CHEMBL4089674,O=C1CC(c2cccc3ccc(F)cc23)C(=O)N1,intermediate,4600.0
CHEMBL4076482,O=C1CC(c2cccc3ccccc23)C(=O)N1,inactive,18000.0
CHEMBL4094034,Cc1cc2[nH]cc(C3CC(=O)NC3=O)c2cc1F,inactive,46000.0
CHEMBL4072559,O=C1C[C@@H](c2c[nH]c3cc(Br)c(F)cc23)C(=O)N1,intermediate,8000.0
CHEMBL4080809,O=C1C[C@H](c2c[nH]c3cc(Br)c(F)cc23)C(=O)N1,active,620.0
CHEMBL4077595,O=C1CC(c2c[nH]c3cc(Br)c(F)cc23)C(=O)N1,active,290.0
CHEMBL4075749,O=C1C[C@@H](c2c[nH]c3cc(Cl)c(F)cc23)C(=O)N1,inactive,50000.0
CHEMBL4075617,O=C1C[C@H](c2c[nH]c3cc(Cl)c(F)cc23)C(=O)N1,active,580.0
CHEMBL4083811,O=C1CC(c2c[nH]c3cc(Cl)c(F)cc23)C(=O)N1,active,490.0
CHEMBL4062070,O=C1CC(c2c[nH]c3cc(F)c(F)cc23)C(=O)N1,intermediate,1800.0
CHEMBL4072984,Cc1ccc2c(C3CC(=O)NC3=O)c[nH]c2c1,inactive,54000.0
CHEMBL4099318,COc1ccc2c(C3CC(=O)NC3=O)c[nH]c2c1,inactive,50000.0
CHEMBL4060549,N#Cc1ccc2c(C3CC(=O)NC3=O)c[nH]c2c1,intermediate,1700.0
CHEMBL4076389,O=C1CC(c2c[nH]c3cc(Br)ccc23)C(=O)N1,active,420.0
CHEMBL4068785,O=C1CC(c2c[nH]c3cc(Cl)ccc23)C(=O)N1,intermediate,2100.0
CHEMBL4060093,O=C1CC(c2c[nH]c3cc(F)ccc23)C(=O)N1,intermediate,3400.0
CHEMBL4073619,O=C1CC(c2c[nH]c3ccc(C(F)(F)F)cc23)C(=O)N1,intermediate,9700.0
CHEMBL4094955,Cc1ccc2[nH]cc(C3CC(=O)NC3=O)c2c1,inactive,53000.0
CHEMBL4065171,COc1ccc2[nH]cc(C3CC(=O)NC3=O)c2c1,inactive,53000.0
CHEMBL4082296,N#Cc1ccc2[nH]cc(C3CC(=O)NC3=O)c2c1,intermediate,1200.0
CHEMBL4077425,O=C1CC(c2c[nH]c3ccc(Br)cc23)C(=O)N1,active,370.0
CHEMBL4095166,O=C1C[C@@H](c2c[nH]c3ccc(Cl)cc23)C(=O)N1,inactive,50000.0
CHEMBL4065315,O=C1C[C@H](c2c[nH]c3ccc(Cl)cc23)C(=O)N1,intermediate,2200.0
CHEMBL4071712,O=C1CC(c2c[nH]c3ccc(Cl)cc23)C(=O)N1,active,830.0
CHEMBL4090501,O=C1C[C@@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,inactive,54000.0
CHEMBL4061767,O=C1C[C@H](c2c[nH]c3ccc(F)cc23)C(=O)N1,active,120.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,active,150.0
CHEMBL4076509,O=C1C[C@@H](c2c[nH]c3ccccc23)C(=O)N1,inactive,83000.0
CHEMBL4087106,O=C1C[C@H](c2c[nH]c3ccccc23)C(=O)N1,intermediate,1800.0
CHEMBL1374439,O=C1CC(c2c[nH]c3ccccc23)C(=O)N1,intermediate,3000.0
CHEMBL590,CC1=CC(=O)c2ccccc2C1=O,active,370.0
CHEMBL2172467,C/C1=C/C=C\C=C\[C@H](C)[C@@H](O)CC(=O)/C(C)=C/C[C@H](O)/C=C/[C@H](C)[C@H](O)[C@@H](C)/C=C(\C)C(=O)c2c(O)c(C)cc3c2C(=O)C(Cl)=C(NC1=O)C3=O,active,440.0
CHEMBL4126044,CC(=O)NC1=CC(=O)c2cc(O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)c(C)cc2C1=O,active,560.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,1800.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,intermediate,1700.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,active,70.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,active,410.0
CHEMBL4176866,O/N=C(/CCC1CCCCC1)Nc1cccc(Cl)c1,active,1000.0
