molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4280533,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C#N)cc2)n1,active,200.0
CHEMBL4290549,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(F)cc2)n1,active,200.0
CHEMBL4289506,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C(N)=O)cc2)n1,active,200.0
CHEMBL4291671,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4290911,Nc1oc2cnc(Cl)cc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4283317,Nc1oc2cc([N+](=O)[O-])ccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4282281,Nc1oc2c(-c3ccncc3)nc(F)cc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4281872,Nc1oc2cnc(F)cc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4282903,N#Cc1nccc2c(Nc3ccccc3Cl)c(N)oc12,active,200.0
CHEMBL4283286,N#Cc1nccc2c(Nc3ccc(F)c(C(F)(F)F)c3)c(N)oc12,active,200.0
CHEMBL4279060,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)c(F)c1,active,200.0
CHEMBL4279449,N#Cc1nccc2c(Nc3ccc(F)c(F)c3)c(N)oc12,active,200.0
CHEMBL4280522,N#Cc1nccc2c(Nc3cc(F)cc(F)c3)c(N)oc12,active,1000.0
CHEMBL4280928,Nc1oc2c(-c3ccncc3)nccc2c1Nc1cc(F)cc(F)c1,active,200.0
CHEMBL4287133,Nc1oc2c(-c3ccncc3)nc(F)cc2c1Nc1ccc(F)c(F)c1,active,200.0
CHEMBL4286734,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(C(F)(F)F)c1,active,200.0
CHEMBL4287789,Nc1oc2c(F)nc(F)cc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4294038,Nc1oc2c(-c3cc(F)nc(F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4279627,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)c(C(F)(F)F)c1,active,200.0
CHEMBL4281007,CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4277866,COc1ccccc1-c1nccc2c(Nc3ccc(F)c(F)c3)c(N)oc12,active,200.0
CHEMBL4276905,Nc1oc2c(-c3ccccc3Cl)nccc2c1Nc1ccc(F)c(F)c1,active,200.0
CHEMBL4294399,Cc1cc(-c2nccc3c(Nc4ccc(F)c(F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4288257,Nc1oc2c(-c3cccc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4284584,Nc1oc2c(N(c3ccccc3)c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4288488,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)cc1,active,200.0
CHEMBL4285861,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccccc1Cl,active,200.0
CHEMBL4280727,Nc1oc2c(-c3ccncc3)nccc2c1Nc1cccc(C(F)(F)F)c1,active,200.0
CHEMBL4281808,Nc1oc2c(-c3cccc4ccccc34)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4295250,Cc1cc(-c2nccc3c(Nc4ccc(F)c(C(F)(F)F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4280350,Cc1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1,active,200.0
CHEMBL4293768,Cc1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4294820,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,active,200.0
CHEMBL4288820,Cl.Nc1sc2c(Br)cccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4279040,Nc1sc2ccccc2c1Nc1ccc(F)c(F)c1,active,200.0
CHEMBL4285355,N#Cc1ccc(-c2cccc3c(Nc4ccc(F)c(Cl)c4)c(N)sc23)cc1,active,200.0
CHEMBL4279698,Nc1sc2c(-c3ccncc3)cccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4286702,Cc1ccc2sc(N)c(Nc3ccc(F)c(Cl)c3)c2c1,active,200.0
CHEMBL4281155,Cc1ccc2sc(N)c(Nc3ccc(F)c(F)c3)c2c1,active,200.0
CHEMBL4280101,Nc1sc2cnc(F)cc2c1Nc1ccc(F)c(F)c1,active,200.0
CHEMBL4285274,Nc1oc2c(-c3ccncc3)nccc2c1Nc1cccc(Cl)c1,active,200.0
CHEMBL4284653,Nc1oc2cnc(F)cc2c1Nc1ccccc1Cl,active,200.0
CHEMBL4291240,CNC(=O)c1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1,active,200.0
CHEMBL4290194,Nc1oc2cnc(F)cc2c1Nc1cccc(Cl)c1,active,200.0
CHEMBL4278281,Nc1oc2cnc(F)cc2c1Nc1cccc(C(F)(F)F)c1,active,200.0
CHEMBL4277268,Nc1oc2cnc(F)cc2c1Nc1ccc(F)c(C(F)(F)F)c1,active,200.0
CHEMBL4282402,CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4281374,CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,active,200.0
CHEMBL4290668,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4284457,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4276886,CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(C(F)(F)F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4291734,Nc1oc2cnc(F)cc2c1Nc1ccc(F)cc1,active,200.0
CHEMBL4284125,COc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4283101,Nc1sc2ccccc2c1Nc1cccc(Br)c1,active,200.0
CHEMBL4280005,Nc1sc2ccccc2c1Nc1ccc(F)cc1,active,200.0
CHEMBL4283776,CCc1ccccc1Nc1c(N)sc2ccccc12.Cl,active,1000.0
CHEMBL4278584,Nc1sc2c(-c3ccccc3)cccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4279613,Nc1sc2ccccc2c1Nc1cccc(Cl)c1,active,200.0
CHEMBL4290038,COc1cccc(Nc2c(N)sc3ccccc23)c1,active,200.0
CHEMBL4289193,Nc1sc2ccccc2c1Nc1ccc2c(c1)OCO2,active,200.0
CHEMBL4284116,Cc1cc(Br)ccc1Nc1c(N)sc2ccccc12,active,200.0
CHEMBL4285170,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4293633,Cc1cc(-c2nccc3c(Nc4ccccc4)c(N)oc23)ccn1,active,200.0
CHEMBL4279530,Cc1cc(-c2cccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4294861,Cc1cc(-c2nc(F)cc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,active,200.0
CHEMBL4280108,Cc1cc(-c2nccc3c(Nc4cccc(F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4279026,Cc1cc(-c2nc(F)cc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4281858,Nc1oc2c(N3CCOCC3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4280768,Cc1cc(-c2nc(F)cc3c(Nc4ccc(F)c(F)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4277745,Nc1oc2c(-c3ccc4ccccc4c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4276888,Cc1cc(-c2cccc3c(Nc4cccc(Cl)c4)c(N)sc23)ccn1,active,200.0
CHEMBL4289093,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccc4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4285433,CCCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4291087,CC(C)(C)NC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4292132,CC(C)CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4278982,CCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4288369,Cc1cc(-c2nc(F)cc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4293453,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4F)c(N)oc23)ccn1,active,200.0
CHEMBL4289773,Nc1oc2c(-c3ccnc(C(=O)NC4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4292812,Nc1oc2c(-c3cc(Cl)cc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4293836,CC(C)(C)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4277466,Nc1oc2c[n+]([O-])ccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4278469,Nc1oc2c(-c3ccc4c(c3)OCO4)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4286554,CCc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4285571,Cc1cc(-c2nccc3c(Nc4cc(Cl)ccc4F)c(N)oc23)ccn1,active,200.0
CHEMBL4290639,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4F)c(N)oc23)ccn1,active,200.0
CHEMBL4291007,Cc1cc(-c2nc(C)cc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4288277,Nc1oc2c(-c3ccnc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4287240,CCOC(=O)Nc1oc2c(-c3ccnc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,active,1000.0
CHEMBL4292367,Nc1oc2c(-c3ccnc(C(=O)N4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4291312,Nc1oc2c(-c3ccnc(C(=O)N4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4284608,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccn4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4285660,Nc1oc2c(-c3ccnc(C(=O)NCCN4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4280505,CCCCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,active,200.0
CHEMBL4281561,Nc1oc2c(-c3cc(F)ccc3Cl)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4284269,Cc1cc(C)cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)c1,active,200.0
CHEMBL4280130,Nc1oc2c(-c3cc(F)cc(F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL4282888,CCOC(=O)Nc1oc2c(-c3ccnc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(F)c1,active,1000.0
CHEMBL4283946,Nc1oc2c(/C=C/c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,active,200.0
CHEMBL571209,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,inactive,696700.0
CHEMBL4288269,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CCC2(C)C,intermediate,4680.0
CHEMBL4277632,Cc1c(-c2c(C)c(O)c3ccccc3c2O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,intermediate,4100.0
CHEMBL1358724,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(C)CO1,intermediate,1300.0
CHEMBL3342401,N#Cc1ccc(NC(=O)NCc2cnc3scc(-c4ccc(Br)cc4)n23)cc1,active,77.0
CHEMBL3342393,Cc1ccc(-c2csc3ncc(C(=O)NCCc4cccc(Cl)c4)n23)cc1,intermediate,1900.0
CHEMBL3342402,Cc1ccc(-c2csc3nnc(SCC(=O)Nc4ccc5c(c4)OCO5)n23)cc1,intermediate,3000.0
CHEMBL4289204,CC(=O)CC(=O)CC1(O)C(=O)Nc2ccc(Cl)cc21,active,890.0
CHEMBL4294515,CC(=O)CC(=O)CC1(O)C(=O)Nc2ccccc21,active,450.0
CHEMBL4279365,CC(=O)CC(=O)/C=C1\C(=O)Nc2ccc(Cl)cc21,active,190.0
CHEMBL1213045,CC(=O)/C=C1\C(=O)Nc2ccccc21,intermediate,1690.0
CHEMBL4286206,O=C1Nc2ccccc2/C1=N/c1ccccc1Br,intermediate,1240.0
CHEMBL227491,O=C1Nc2ccccc2/C1=N/c1ccccc1,intermediate,2850.0
CHEMBL4293604,O=C1Nc2ccccc2/C1=N/Nc1ccccc1C(F)(F)F,intermediate,1580.0
CHEMBL1652342,O=C1Nc2ccccc2/C1=N/Nc1cccc(Cl)c1,intermediate,1510.0
CHEMBL227602,O=C1Nc2ccccc2/C1=N/Nc1ccccc1,intermediate,1950.0
CHEMBL4278476,NC(=O)[C@@H](N)CC1C(=O)Nc2ccccc21,intermediate,8330.0
CHEMBL4286744,N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)OCc1ccccc1,inactive,13590.0
CHEMBL4279220,CC(=O)N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O,active,620.0
CHEMBL4294361,CC(C)(C)OC(=O)N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O,intermediate,1950.0
CHEMBL4290971,NCCC1C(=O)Nc2ccccc21,intermediate,3970.0
CHEMBL4278865,CC(=O)CC1(O)C(=O)Nc2ccc(Cl)cc21,intermediate,1970.0
CHEMBL4286607,O=C1CCCC(=O)C1C1(O)C(=O)Nc2ccccc21,intermediate,4730.0
CHEMBL4290045,CC(=O)/C=C1\C(=O)Nc2ccc(Cl)cc21,active,360.0
CHEMBL4293426,CCOC(=O)C(C(=O)OCC)=C1C(=O)Nc2ccccc21,active,930.0
CHEMBL209737,O=C1Nc2ccccc2/C1=N\c1ccc(Cl)cc1,intermediate,2560.0
CHEMBL4290305,Cc1ccc(S(=O)(=O)N/N=C2\C(=O)Nc3ccccc32)cc1,intermediate,1780.0
CHEMBL521563,O=C1Nc2ccccc2/C1=N/Nc1cccc([N+](=O)[O-])c1,intermediate,3740.0
CHEMBL1652343,O=C1Nc2ccccc2/C1=N/Nc1ccc(Cl)cc1,active,630.0
CHEMBL504816,Cn1cc(C[C@H](N)C(=O)O)c2ccccc21,inactive,385410.0
CHEMBL4286393,O=C(N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)OCc1ccccc1)OCc1ccccc1,intermediate,2250.0
CHEMBL4286924,O=C(NCCC1C(=O)Nc2ccccc21)OCc1ccccc1,intermediate,2310.0
CHEMBL4289907,O=C(N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O)c1ccccc1,intermediate,1580.0
CHEMBL4286481,O=C(N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O)OCc1ccccc1,intermediate,1280.0
CHEMBL4283109,N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O,intermediate,3390.0
CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,64.6
CHEMBL4291850,O=C(O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,inactive,11000.0
CHEMBL4281233,Cc1ccccc1Cn1cnc2c1C(=O)c1ccccc1C2=O,inactive,100000.0
CHEMBL4288429,COC(=O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,inactive,42200.0
CHEMBL4277781,O=C1c2ccccc2C(=O)c2c1ncn2Cc1cccc(Cl)c1,inactive,100000.0
CHEMBL4285062,O=C1c2ccccc2C(=O)c2c1nc(-c1ccncc1)n2Cc1cccc(Cl)c1,intermediate,3300.0
CHEMBL4292907,Cc1ccccc1Cn1c(-c2ccncc2)nc2c1C(=O)c1ccccc1C2=O,inactive,50300.0
CHEMBL4281167,O=C1c2cccnc2C(=O)c2sc(-c3cscn3)nc21,active,22.0
CHEMBL4291792,O=C1c2ncccc2C(=O)c2sc(-c3cscn3)nc21,active,18.0
CHEMBL4289462,O=C1c2cccnc2C(=O)c2sc(-c3ccncc3)nc21,active,289.5
CHEMBL4281581,O=C1c2ncccc2C(=O)c2sc(-c3ccncc3)nc21,active,207.9
CHEMBL4292858,O=C1c2ncccc2C(=O)c2[nH]c(-c3ccccn3)nc21,active,338.0
CHEMBL4285003,O=C1c2ncccc2C(=O)c2[nH]c(-c3cscn3)nc21,active,61.0
CHEMBL4282661,O=C1c2ncccc2C(=O)c2[nH]c(-c3ccncc3)nc21,active,233.7
CHEMBL4293263,O=C1c2ccccc2C(=O)c2sc(-c3cscn3)nc21,active,18.0
CHEMBL4278127,O=C1c2ccccc2C(=O)c2sc(-c3ccccn3)nc21,active,29.0
CHEMBL4285752,O=C1c2ccccc2C(=O)c2sc(-c3ccncc3)nc21,active,26.2
CHEMBL4293615,Nc1ncc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)cn1,intermediate,1500.0
CHEMBL4280409,O=C1c2ccccc2C(=O)c2[nH]c(-c3ccnc4ccccc34)nc21,intermediate,9500.0
CHEMBL4286913,O=C1c2ccccc2C(=O)c2[nH]c(-c3ncc[nH]3)nc21,active,134.0
CHEMBL4287177,O=C1c2ccccc2C(=O)c2[nH]c(-c3cc[nH]c3)nc21,active,684.0
CHEMBL4288859,O=C1c2ccccc2C(=O)c2[nH]c(-c3c[nH]cn3)nc21,intermediate,7800.0
CHEMBL4293312,O=C1c2ccccc2C(=O)c2[nH]c(-c3cscn3)nc21,active,119.6
CHEMBL4285486,O=C1c2ccccc2C(=O)c2[nH]c(-c3cncs3)nc21,intermediate,2700.0
CHEMBL4282064,O=C1c2ccccc2C(=O)c2[nH]c(-c3ccnc(Cl)c3)nc21,active,151.8
CHEMBL4280882,O=C1c2ccccc2C(=O)c2[nH]c(-c3ccncc3Cl)nc21,intermediate,2200.0
CHEMBL4291095,COc1cc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)ccn1,intermediate,1100.0
CHEMBL4292949,O=C1c2ccccc2C(=O)c2[nH]c(-c3ccncc3)nc21,active,48.0
CHEMBL4294501,O=C1c2ccccc2C(=O)c2[nH]c(-c3ccc([N+](=O)[O-])cc3)nc21,active,590.0
CHEMBL4285421,COC(=O)c1ccc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)cc1,inactive,11000.0
CHEMBL4277474,N#Cc1ccc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)cc1,active,597.8
CHEMBL4286335,O=C1c2ccccc2C(=O)c2[nH]c(-c3cccc(Cl)c3)nc21,active,577.2
CHEMBL4517541,Cl.NOC(c1ccccc1)c1cccc(Br)c1,active,1000.0
CHEMBL4473408,Cl.NOC(c1ccccc1)c1cc(Cl)cc(Cl)c1,intermediate,2000.0
CHEMBL4561507,Cl.NOC(c1ccccc1)c1ccc(Cl)c(Cl)c1,intermediate,2000.0
CHEMBL4440040,Cl.NOC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,intermediate,3000.0
CHEMBL4590292,Cl.NOC(CCCC(=O)Nc1ccccc1)c1cccc(Cl)c1,intermediate,3000.0
CHEMBL4578334,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1Cl,intermediate,4000.0
CHEMBL4582341,Cl.NOC(c1ccccc1)c1cc(F)cc(F)c1,intermediate,4000.0
CHEMBL4524223,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1,intermediate,5000.0
CHEMBL4544607,Cl.NOC(c1ccccc1)c1cccc(F)c1,intermediate,5000.0
CHEMBL4558294,Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1F,intermediate,6000.0
CHEMBL4443640,Cl.NOC(CCc1cccc(Cl)c1)c1ccccc1,intermediate,7000.0
CHEMBL4585829,Cl.NOC(c1ccccc1)c1ccc(F)cc1F,intermediate,7000.0
CHEMBL4571508,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)ccc1F,intermediate,8000.0
CHEMBL4468826,Cl.NOC(c1ccccc1)c1cccc(Cl)c1Cl,intermediate,8000.0
CHEMBL4516705,Cl.NOC(c1ccc(F)cc1)c1ccc(F)cc1,intermediate,9000.0
CHEMBL4446245,Cl.NOC(c1ccccc1)c1ccccc1F,inactive,12000.0
CHEMBL4455554,Cl.NOC(CCc1ccccc1)c1ccccc1F,inactive,16000.0
CHEMBL4451390,Cl.NOC(c1ccccc1)c1ccccc1Br,inactive,17000.0
CHEMBL4539097,Cl.NOC(c1ccccc1)c1ccccc1Cl,inactive,18000.0
CHEMBL4435742,COc1ccccc1C(ON)c1ccccc1.Cl,inactive,23000.0
CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,70.0
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,active,210.0
CHEMBL4517541,Cl.NOC(c1ccccc1)c1cccc(Br)c1,active,590.0
CHEMBL4473408,Cl.NOC(c1ccccc1)c1cc(Cl)cc(Cl)c1,active,870.0
CHEMBL4561507,Cl.NOC(c1ccccc1)c1ccc(Cl)c(Cl)c1,intermediate,1910.0
CHEMBL4440040,Cl.NOC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,intermediate,1090.0
CHEMBL4590292,Cl.NOC(CCCC(=O)Nc1ccccc1)c1cccc(Cl)c1,intermediate,1430.0
CHEMBL4578334,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1Cl,intermediate,1990.0
CHEMBL4582341,Cl.NOC(c1ccccc1)c1cc(F)cc(F)c1,active,357.0
CHEMBL4524223,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1,intermediate,7150.0
CHEMBL4544607,Cl.NOC(c1ccccc1)c1cccc(F)c1,active,939.0
CHEMBL4558294,Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1F,active,933.0
CHEMBL4443640,Cl.NOC(CCc1cccc(Cl)c1)c1ccccc1,intermediate,6740.0
CHEMBL4585829,Cl.NOC(c1ccccc1)c1ccc(F)cc1F,intermediate,1210.0
CHEMBL4571508,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)ccc1F,intermediate,1090.0
CHEMBL4468826,Cl.NOC(c1ccccc1)c1cccc(Cl)c1Cl,intermediate,1870.0
CHEMBL4516705,Cl.NOC(c1ccc(F)cc1)c1ccc(F)cc1,intermediate,1680.0
CHEMBL4446245,Cl.NOC(c1ccccc1)c1ccccc1F,intermediate,1260.0
CHEMBL4455554,Cl.NOC(CCc1ccccc1)c1ccccc1F,inactive,14700.0
CHEMBL4451390,Cl.NOC(c1ccccc1)c1ccccc1Br,intermediate,1460.0
CHEMBL4539097,Cl.NOC(c1ccccc1)c1ccccc1Cl,intermediate,2480.0
CHEMBL4435742,COc1ccccc1C(ON)c1ccccc1.Cl,intermediate,1110.0
CHEMBL4544399,Cl.NOC(c1ccccc1)c1ccsc1,intermediate,3360.0
CHEMBL4468567,Cl.NOC(c1ccccc1)C1CCCCC1,inactive,21000.0
CHEMBL4438707,Cc1ccc(C(ON)c2ccc(Cl)cc2)c(O)c1.Cl,intermediate,1760.0
CHEMBL4440269,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,intermediate,3350.0
CHEMBL4439774,Cl.NOC(c1ccccc1)c1ccc(O)cc1,intermediate,2890.0
CHEMBL4519297,Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1,intermediate,1730.0
CHEMBL4463316,CCCn1c(SCc2cccc(C)c2)nc2c1c(=O)[nH]c(=O)n2C,inactive,96870.0
CHEMBL4466738,CCCn1c(SCc2ccc(F)cc2)nc2c1c(=O)[nH]c(=O)n2C,inactive,96870.0
CHEMBL4533342,CS(=O)(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,270.0
CHEMBL4436560,CS(=O)(=O)CCC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,140.0
CHEMBL4448442,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,71.0
CHEMBL4434929,C[C@H](CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NC(=O)CS(N)(=O)=O,active,110.0
CHEMBL4451194,C[C@@H](CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NC(=O)CS(N)(=O)=O,active,93.0
CHEMBL4578545,CS(=N)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,61.0
CHEMBL4455438,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,active,73.0
CHEMBL4441246,CS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,active,100.0
CHEMBL4549976,NS(=O)(=O)NCC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,active,93.0
CHEMBL4521926,CC(C)(O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,active,140.0
CHEMBL4538516,N#CCC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,active,180.0
CHEMBL4437616,O=C(NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1)C1CS(=O)(=O)C1,active,70.0
CHEMBL4533432,CC1(C(=O)NCCSc2nonc2/C(=N/O)Nc2ccc(F)c(C(F)F)c2)CCN1,active,360.0
CHEMBL4439896,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)(F)F)c1,active,84.0
CHEMBL4465837,N#Cc1cc(N/C(=N\O)c2nonc2SCCNC(=O)CS(N)(=O)=O)ccc1F,active,150.0
CHEMBL4585089,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(Cl)c1,active,21.0
CHEMBL4441030,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(Br)c1,active,30.0
CHEMBL4461796,N#Cc1cccc(N/C(=N\O)c2nonc2SCCNC(=O)CS(N)(=O)=O)c1,active,240.0
CHEMBL4475499,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(C(F)F)c1,active,130.0
CHEMBL4449948,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(C(F)(F)F)c1,active,140.0
CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,active,210.0
CHEMBL4545974,COc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,active,230.0
